q_code,e_text
F,"机场不接收备降,紧急情况除外."
N,"杭州VOR/DME'HGH'113.0MHZ/CH77X仅供测试,不可使用，因校飞."
A,"远方向的班机航线走向为:P206H2P468H47EMRALW105昌北VOR'NCH'H46RUNEKW19OSONO后加入现行班机航线走向.(四)P74以远至半塔集NDB'OF'以远的班机航线走向为:P74以远经P74H28RUXELW178IDKOTX193RUPUDA470半塔集NDB'OF'至半塔集NDB'OF'以远后加入现行班机航线走向;(五)半塔集NDB'OF'以远至P74以远的班机航线走向为:半塔集NDB'OF'以远经半塔集NDB'OF'X194IDKOTW178RUXELH28P74至P74以远后加入现行班机航线走向.(六)ZSNT,ZSCG,ZSYA起飞经奔牛NDB'ZJ'G345OLRISR343骆岗VOR'HFE'至骆岗VOR'HFE'(含)以远的班机航线走向为"
R,"划设临时危险区,N3750E11119-N3749E11127-N3734E11124-N3735E1砘四点连线范围内，地表至无限高.F)SFCG)UNL"
I,RWY03/21ILS恢复正常使用.
M,RWY01/19关闭.
M,关闭下列滑行道:1.B滑行道以东的T1滑行道.2.B滑行道以东的T2滑行道.
M,关闭421机位.
M,RWY01/19关闭.
N,"井冈山VOR/DME'JGS'108.2MHZ/CH19X不工作,因故障."
M,关闭R5滑行道至R6滑行道之间的L08滑行4848
M,"2号停机位关闭,因施工."
M,"关闭下列滑行道或滑行线:1.E7滑行道至R1滑行道之间的F滑行道(允许从R3滑行道,R5滑行道,R6滑行道穿越F滑行道);2.F滑行道至G滑行道之间的R2滑行道(包含F滑行道与R2滑行道之间的交叉道口);3.F滑行道至G滑行道之间的R4滑行道(包含F滑行道与R4滑行道之间的交叉道口);"
M,关闭A3滑行6670
M,"RWY18L/36R关闭.期间,航空器可由A8滑行道和A9滑行道穿越跑道,禁止由A0滑行道和A1滑行道穿越跑道."
I,"RWY28ILS仅供测试,不可使用,因校飞."
M,"因维护,关闭下列滑行道及滑行线:1.Q4滑至Q6滑之间的Q滑行道,2.T4、T5滑行线."
M,关闭下列滑行道：1.E4滑行道以南的G滑行道.2.E4滑行道以南的E滑行道.3.E4滑行道与T4滑行道之间的G滑行道.4.E0滑行道.5.E1滑行道.6.E2滑行道.7.E3滑行道.
M,下列滑行道关闭：1.G2滑行道以南的Y2滑行道.2.G0滑行道.3.G1滑行道.
I,RWY16L/34RILS不工作.
F,RVRE恢复正常使3938
I,"DME05'IWF'CH40X仅供测试,不可使用,因校飞."
N,"菏泽VOR/DME'HZG'112.05MHZ/CH57Y仅供测试,不可使用,因校飞."
M,CNLNTM.
L,"RWY08PAPI不提供使用,因故障."
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
I,"RWY03DME'ICL'CH44X仅供测试,不提供使用,因校飞."
M,"RWY04/22关闭,因道面结冰."
M,关闭Z6滑行道与S4滑行道之间的F滑行道.
M,RWY01/19关闭.
I,RWY05ILS仅供测试，不可使用，因校飞.
M,下列滑行道关闭：1.G滑行道与Y2滑行道之间的T2滑行道.2.T1滑行道与T3滑行道之间的H滑行道.
M,见下一份通告.
M,223号机位关闭.
I,"1.DME18R'IHQ'CH46X仅供测试,不可使用;2.DME36L'ISH'CH54X仅供测试,不可使用."
F,"RWY03/21RVR设备A不提供使用,因维护."
M,"RWY16L/34R关闭跑道关闭期间,设置跑道临时关闭标志."
N,行唐NDB'OC'235KHZ不工作，因停机维护.
I,见下一份通告.
F,本场不接收翼展大于等于65米的航空器起降.
I,RWY18R/36LILS仅供测试，不可使用因维护.
M,关闭G6滑行道与T5滑行道之间的G滑行道.
M,关闭下列滑行道或滑行线:1.E6滑行道至R5滑行道之间的E滑行道;2.E滑行道至F滑行道之间的E5滑行道(包含E滑行道与E5滑行道之间的交叉道口);3.E滑行道至F滑行道之间的R6滑行道(包含E滑行道与R6滑行道之间的交叉道口);
I,RWY16R/34LILS不工作.
M,已编入NAIP.
M,600号停机位关闭.
I,"RWY03ILS仅供测试,不可使用,因校飞."
I,"RWY34RDME'IKD'CH52X仅供测试,不可使用,因校飞."
I,"RWY19RILS不提供使用,因设备维护."
M,"RWY17L/35R关闭(允许从P2,P3,P4,P6滑行道穿越RWY17L/35R)跑道关闭期间,设置跑道临时关闭标志."
I,"RWY17ILS仅供测试,不可使用,因校飞."
R,"划设临时危险区,以N3852E1央为中心，半径20千米范围内，地表至无限高9975F)SFCG)UNL"
M,C13滑行道至Q滑行道之间的C滑行道关闭，因维护.
M,关闭下列滑行道或滑行线:1.B滑行道至W2滑行道之间的T4滑行道;2.L03A滑行线至T3滑行道之间的W1滑行道;3.L22滑行道至E3滑行道之间的L24滑行线;
M,"关闭下列滑行道或滑行线:1.L16,L17,L17A滑行线;2.L22滑行道至E3滑行道之间的L24滑行线;"
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
M,"滑行道M关闭,因施工."
F,"RWY05/23RVR设备A,B,C不提供使用，因维护."
M,260号停机位关闭.
M,"RWY07/25关闭,因维护."
M,RWY11L/29R关闭.
M,L01滑行道关闭，因施工.
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的Q5滑行道;2.314机位至316机位之间的L15滑行线;
I,RWY06OM恢复正常使用.
M,关闭下列滑行道:1.V滑行道.2.V12滑行道.3.V13滑行道.4.V14滑行道.5.V16滑行道.6.V17滑行道.
M,"关闭L20,L20A,L21,L21A滑行4848"
I,RWY16L/34RILS不工作.
M,"RWY17L/35R关闭.期间,航空器可由C2滑行道,C6滑行道穿越跑道,禁止由C3滑行道,C4滑行道，C5滑行道,C7滑行道穿越跑道."
F,"不接收航班备降,因机位饱和,紧急情况除外."
I,"RWY36LILS不提供使用,因飞行校验."
M,B滑行道至Q6滑行道之间的N滑行道关闭，因维护.
M,RWY18R/36L关闭.
N,"向塘VOR/DME'KHN'112.7MHZ/CH74X不提供使用,因维护."
M,下列滑行道关闭：1.G1滑行道与T1滑行道之间的Y1滑行道.2.G1滑行道与T1滑行道之间的Y2滑行道.3.G滑行道与Y1滑行道之间的G2滑行道.
M,关闭下列滑行道或滑行线:1.D8滑行道至D9滑行道之间的D滑行道;2.A滑行道至B滑行道之间的H7滑行道;
I,RWY23DME'IYT'CH22X恢复正常使用.
M,Z4滑行道与以南的D5滑行道关闭.
I,"RWY18LILS不提供使用,因设备维护."
I,DME09'ICK'CH50Y恢复正常使用.
M,103号停机位关闭.
I,"RWY30ILS仅供测试,不可使用,因校飞."
M,下列滑行道关闭:1.Z1滑行道.2.Z15滑行道.3.Z16滑行道.4.Z7滑行道与Z3滑行道之间的Z2滑行道.5.Z8滑行道.
I,"RWY23ILS仅供测试,不提供使用,因校飞."
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
M,因维护，关闭以下滑行道：1.Q3滑行道至Q6滑行道之间的Q滑行道2.N滑行道以东的D滑行道.
M,关闭下列滑行道：1.Q8滑行道.2.B滑行道以东的T2滑行道.3.Q8滑行道以南的Q滑行道.4.P滑行道.5.Q7滑行道.
M,RWY18L/36R关闭(允许从H1滑行道穿越RWY18L/36R).
P,"青州导航台更新期间,DO-11D/12D离场程序LO207（R059度/D21.4LCG）-DO航段需雷达引导."
W,"黄寨靶场有炮射活动:范围：N380650E1124309-N380459E1124329-N380910E1130317-N381535E1130030-N380650E1124309,射高：12,000米以下（标准海平面气压）射向:70度.F)FL000G)FL394"
M,217号机位关闭.
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
M,下列滑行道关闭：1.M滑行道以南的D5滑行道.2.D4滑行道与Z3滑行道之间的Z4滑行道
M,1.关闭F3滑行道与F7滑行道之间的Z3滑行道.2.关闭Z9滑行道与F滑行道之间的F4滑行道.
M,"N滑行道以西的C、D滑行道关闭,因维护."
M,505号机位关闭.
M,关闭C滑行道与D4滑行道之间的Z6滑行道.
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
M,RWY18R/36L关闭.
M,下列滑行道关闭：1.H滑行道与Y4滑行道之间的T3滑行道.2.410机位与T4滑行道之间的Y1滑行道.
I,"RWY13ILS不提供使用,因校飞."
M,"RWY07/25关闭,因维护."
M,310-312号停机位关闭.
M,关闭M滑行道与K12滑行道之间的C滑行道.
N,"蟠龙VOR/DME'PLT'111.6MHZ/CH53X仅供测试,不可使用,因校飞."
I,"RWY05DME'IYN'CH26X仅供测试,不可使用,因校飞."
M,见下一份通告.
I,"RWY07ILS不提供使用,因维护."
O,"物07风力发电25925,583309N335939E1171727RWY09ILS/DME,VOR/DME推测起始进近控制障碍物,RWY09RNPATVIM方向起始进近控制障碍物08风力发电27152,010505N340138E116裕扇区控制障碍物"
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
M,下列滑行道关闭：1.Z4滑行道与Z6滑行道之间的D3滑行道.2.C滑行道与D4滑行道之间的M滑行道.
M,关闭下列滑行道:1.E8滑行道以北的G滑行道.2.T5滑行道与E8滑行道之间的G滑行道.
F,"机场关闭,因施工."
F,本场每小时接收进港航班4架次，因保障能力下降.
M,"RWY06/24关闭,因维护."
M,"105-110号停机位关闭,因施工."
I,RWY34LILS仅供测试，不可使用因校飞.
N,"承德VOR/DME'DHC'112.3MHZ/CH70X不提供使用,因飞行校验."
I,"1,DME07'IZZ'CH24X仅供测试,不可使用,因校飞.2,DME25'IPX'CH50X仅供测试,不可使用,因校飞."
I,DME27'IXG'CH26X恢复正常使用.
M,关闭下列滑行道:1.E7滑行道以北的G滑行道.2.T5滑行道与Y7滑行道之间的G滑行道.
M,"关闭下列滑行道或滑行线:1.T1滑行道;2.D11滑行道至D13滑行道,H5滑行道至D16滑行道,H6滑行道至H7滑行道之间的D滑行道;3.K5滑行道至K6滑行道之间的A滑行道;4.RWY18L/36R至A滑行道之间的H1滑行道;"
I,RWY18ILS恢复正常使3938
M,"151-158号停机位关闭,因施工."
M,"RWY17L/35R关闭(允许从P1,P2,P3,P6滑行道穿越RWY17L/35R)跑道关闭期间,设置跑道临时关闭标志."
A,"因临时活动,除经浠水VOR(XSH)至昌北、九江、赣州,其他所有经浠水VOR(XSH)-W105-PEXEK-H18-向塘VOR(KHN)-青州NDB(DO)(来回),高度7,200米(含)以下航班改航.改航后为(来回):浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).改航听从管制指挥.F)FL000G)FL236"
M,"RWY13/31关闭,因施工."
M,"RWY16L/34R关闭跑道关闭期间,设置跑道临时关闭标志."
M,RWY01/19关闭.
M,下列滑行道关闭：1.G滑行道与J1滑行道之间的T5滑行道.2.Y3滑行道与T6滑行道之间的H滑行道.
F,CNL.
N,"东山VOR/DME'DST'109.2MHZ/CH29X仅供测试,不提供使用,因校飞."
M,下列滑行道关闭：1.Y1滑行道与J滑行道之间的T4滑行道.2.T3滑行道与K4滑行道之间的Y4滑行道.
I,"IM16仅供测试,不可使用,因校飞."
L,RWY21PAPI恢复正常工作.
N,"正定VOR/DME'SJW'117.7MHZ/CH124X不提供使用,因飞行校验."
M,"C13滑行道至Q滑行道之间的C滑行道关闭,因维护."
M,RWY01/19关闭.
N,厦门VOR/DME'XMN'114.5MHZ/CH92X限用如下:060度径向线顺时针方向至220度径向线之间不提供使用.
M,"关闭下列滑行道或滑行线:1.位于C滑行道以西的P6,Q6滑行道;2.T3滑行道至L19滑行道之间的E滑行道(允许从E1滑行道,E3滑行道穿越E滑行道);3.E滑行道至F滑行道之间的E2滑行道(包含E滑行道与E2滑行道之间的交叉道口);4.E滑行道至F滑行道之间的R3滑行道(包含E滑行道与R3滑行道之间的交叉道口);5.R5滑行道至L07滑行线之间的L08滑行线;6.P6滑行道至313机位之间的L15滑行线(包含P6滑行道与L15滑行线之间的交叉道口);"
L,"RWY33PAPI不提供使用,因故障."
I,RWY16L/34RILS不工作.
I,"MM06仅供测试,不可使用,因校飞."
M,"关闭下列滑行道或滑行线:1.L22滑行道至B2滑行道之间的B滑行道(允许从P3滑行道,P2滑行道穿越B滑行道);2.E7滑行道至R1滑行道之间的F滑行道(包含R1滑行道与F滑行道之间的交叉道口;允许从R3滑行道,R4滑行道,R5滑行道穿越F滑行道);3.F滑行道至RWY16R/34L之间的R1滑行道(包含F滑行道与R1滑行道之间的交叉道口);4.F滑行道至G滑行道之间的R2滑行道(包含F滑行道与R2滑行道之间的交叉道口);5.F滑行道至RWY16R/34L之间的R6滑行道(包含F滑行道与R6"
I,"DME35L'IXR'CH56X限制性使用：在高度1,200米，距台22.1海里以外不可用."
M,关闭下列滑行道:1.E8滑行道以北的G滑行道.2.T5滑行道与E8滑行道之间的G滑行道.
M,"关闭下列滑行道或滑行线:1.P1滑行道至P6滑行道之间的C滑行道(包含P6滑行道与C滑行道之间的交叉道口;允许从P2滑行道,P4滑行道穿越C滑行道);2.P1滑行道至P6滑行道之间的D滑行道(包含P6滑行道与D滑行道之间的交叉道口;允许从P2滑行道,P4滑行道穿越D滑行道);3.C滑行道至D滑行道之间的P6滑行道(包含C滑行道与P6滑行道,D滑行道与P6滑行道之间的交叉道口);"
M,关闭下列滑行道:1.B滑行道以东的M滑行道2.K3滑行道以东的K滑行道3.L滑行道
M,CNL.
M,关闭J滑行线.
M,"512,513号停机位关闭."
F,CNL.
M,G2滑行道与T2滑行道之间的G滑行道关闭.
I,"RWY23ILS仅供测试,不提供使用,因校飞."
N,潍坊DME'WFG'CH113X限制性使用如下：DME349度径向线17海里以外不可用.
X,"W69经BIKUT去往北京首都机场，天津滨海机场落地的航空器，安全报告位置点为：BIKUT（向北京区管中心报告）7.沿B458,W69经BIKUT去往北京首都机场，天津滨海机场落地的航空器，安全报告位置点为：BIKUT（向北京区管中心报告）8.沿W54经URGOM，W49去往北京首都机场落地的航空器，安全报告位置点为：URGOM（向北京区管中心报告）9.沿W52经URGOM，G212去往北京大兴机场，天津滨海机场落地的航空器，安全报告位置点为：URGOM（向北京区管中心报告）"
M,"B9滑行道关闭,因施工."
M,"110,113停机位航空器推出方向:机头朝北."
N,"厦门VOR/DME'XMN'114.5MHZ/CH92X仅供测试,不提供使用,因校飞."
M,T6滑行道与H5滑行道之间的G滑行道关闭.
M,"关闭H滑行道以南的A滑行道,因维护."
M,关闭T6滑行道与H5滑行道之间的G滑行道.
M,关闭下列滑行道或滑行线:1.L22滑行道至E1滑行道之间的E滑行道(允许从E3滑行道穿越E滑行道);2.E滑行道至F滑行道之间的E2滑行道(包含E滑行道与E2滑行道之间的交叉道口);
M,"RWY17L/35R关闭(12月25日,允许从P2,P3,P4,P6滑行道穿越RWY17L/35R;12月28日,允许从P1,P3,P4,P6滑行道穿越RWY17L/35R;)跑道关闭期间,设置跑道临时关闭标志."
M,"RWY01/19不能用于降落,紧急备降除外."
M,"RWY01/19关闭,因维护."
M,关闭下列滑行道：1.Q8滑行道.2.B滑行道与Q滑行道之间的T2滑行道.3.P滑行道与Q滑行道之间的Q7滑行道.4.Q8滑行道以南的Q滑行道.5.P滑行道.6.F4滑行道以东的Q7滑行道.
N,"呼和浩特VOR/DME'HET'116.9MHZ/CH116X不提供使用,因飞行校验."
M,见下一份报.
F,"RWY03/21RVR设备A不提供使用,因故障."
M,231号停机位关闭.
M,关闭T5滑行道以北的Y0滑行道.
L,"RWY15顺序闪光灯不提供使用,因故障."
M,关闭D滑行道至E滑行道之间的A滑行道，因道面维护.
I,RWY34ILS恢复正常.
M,"Q滑行道以西的A滑行道关闭,因维护."
M,关闭下列滑行道:1.Y9滑行道.2.E10滑行道.3.E11滑行道.4.E12滑行道.
I,RWY17R/35LILS不工作.
F,"本场鸟类活动，飞行高度0至100米,请机组注意观察."
M,下列滑行道关闭：1.F1滑行道以南的Z0滑行道.2.Z0滑行道与Z3滑行道之间的F0滑行道.
M,RWY18R/36L关闭.
F,不接收备降，因道面修补.
M,关闭H1滑行道至K4滑行道之间的A滑行道
N,"连江VOR/DME'LJG'117.6MHZ/CH123X关闭,因更新改造."
M,关闭下列滑行道或滑行线:1.V4滑行道至V5滑行道之间的L19滑行道;2.E1滑行道至R3滑行道之间的L24滑行线;
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
F,"机场关闭,因施工."
M,"关闭A滑行道,因维护."
M,"RWY18R/36L关闭(允许从H1,H4滑行道穿越RWY18R/36L)."
F,见下一份报.
M,"关闭下列滑行道或滑行线:1.B8滑行道至P1滑行道之间的A滑行道(允许从P2滑行道,P5滑行道,P6滑行道穿越A滑行道);2.E1滑行道至T2滑行道之间的E滑行道;3.A滑行道至D滑行道之间的P3滑行道(包含A滑行道与P3滑行道之间的交叉道口);4.A滑行道至D滑行道之间的P4滑行道(包含A滑行道与P4滑行道之间的交叉道口);5.E滑行道至F滑行道之间的R3滑行道(包含E滑行道与R3滑行道之间的交叉道口);"
M,"滑行道C关闭,因维护."
M,413号停机位关闭因不停航施工.
M,B2滑行道至B3滑行道之间的A滑行道关闭，因施工.关闭区域设置警示标识.
M,"J0滑行道至J3滑行道之间的J滑行道关闭(含J0滑行道与J滑行道,J3滑行道与J滑行道之间的交叉道口),因灯光维护."
M,C13滑行道至Q滑行道之间的D滑行道关闭，因维护.
O,"机场半径15千米以内新增超高障碍物(相对机场基准点):序号障碍物名称磁方位(度)距离(米)坐标海拔高度(米)控制障碍物及涉及航段/起飞航径区重要障碍物01书香府邸0034,884N350534.9E1182433.8112.8RWY01起飞航径区重要障碍物未安装障碍物灯."
I,"RWY29RILS不提供使用,因设备维护."
M,"关闭下列滑行道或滑行线:1.B滑行道至L04滑行线之间的B5滑行道(包含L04滑行线与B5滑行道之间的交叉道口);2.B滑行道至L04滑行线之间的P5滑行道(包含L04滑行线与P5滑行道之间的交叉道口);3.P5滑行道至B5滑行道之间的L04滑行线(包含P5滑行道与L04滑行线,B5滑行道与L04滑行线之间的交叉道口);"
M,"因维护,关闭以下滑行道：1.A7滑行道,2.Q滑行道以东的B滑行道,3.R1滑行道."
O,已编入NAIP.
I,CNLNTM.
M,见下一份通告.
M,"因日常维护,关闭9-13号停机位之间的J滑行道."
N,"黄山VOR/DME'TXN'116.1MHZ/CH108X仅供测试,不可使用，因校飞9975"
M,M6滑行道与M3滑行道之间的Z3滑行道关闭.
O,已编入NAIP.
M,"R1滑行道以西的A滑行道关闭,因抢修."
M,关闭下列滑行道或滑行线:1.H5滑行道至D16滑行道之间的D滑行道;2.K5滑行道至K6滑行道之间的L01滑行线;
N,安庆NDB'PA'303KHZ恢复正常使用.
I,RWY16L/34RILS不工作.
I,"RWY18LILS不提供使用,因设备维护."
M,"N滑行道以西的A滑行道关闭,因抢修."
I,RWY16L/34RILS不工作.
M,"RWY05/23关闭,因维保,紧急备降除外."
M,RWY18R/36L关闭.
P,"阜阳VOR/DME'FYG'不提供使用期间,使用如下无线电通信失效程序:1.未飞越起始进近定位点的进港航空器在确定机载通信设备失效后,按照管制员给定的最后指令高度,直飞FY206,盘旋等待10分钟后自行下降高度,飞向FY104（RWY03）或FY204（RWY21）,加入仪表进近程序自主领航着陆.2.已飞越起始进近定位点的进港航空器在确定机载通信设备失效后,按照标准仪表进近程序自主领航着陆.3.离港航空器在确定机载通信设备失效后如需返场落地,上升或下降至修正海压高度1500M直飞FY206,盘旋等待10分钟后（若航空器重量不满足着陆要求,继续在FY206盘旋等待进行空中耗油直至航空器重量满足时）,自行下降高度,飞向FY104（RWY03）或FY204（RWY21）,加入仪表进近程序自主领航着陆."
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
M,关闭下列滑行道：1.Q8滑行道.2.B滑行道与Q滑行道之间的T2滑行道.3.P滑行道以东的Q7滑行道.4.Q8滑行道以南的Q滑行道.5.Q8滑行道以南的F4滑行道.6.P滑行道.
M,见下一份通告.
M,关闭下列滑行道或滑行线:1.E7滑行道至R5滑行道之间的E滑行道(允许从R6滑行道穿越E滑行道);2.E滑行道至F滑行道之间的E5滑行道(包含E滑行道与E5滑行道之间的交叉道口);3.E滑行道至F滑行道之间的E6滑行道(包含E滑行道与E6滑行道之间的交叉道口);
F,"本场不停航施工，施工区域：距跑道中心线以北105米至346米，RWY08跑道入口端以西425米至RWY08跑道入口以东3,480米围成的矩形区域。施工区域设有围界，北侧高2.5米，南侧高0.5米，白天有安全警戒绳，夜间有安全警示灯。"
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的Q5滑行道;2.314机位至317机位之间的L15滑行线;
I,"DME24'IHZ'CH52X仅供测试,不可使用,因校飞."
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
M,"滑行道A关闭,因维护."
M,"关闭下列滑行道或滑行线:1.P6滑行道至P4滑行道之间的B滑行道(允许从B5滑行道穿越B滑行道);2.B滑行道至L04滑行线之间的B6滑行道(包含B滑行道与B6滑行道之间的交叉道口);3.E7滑行道至R1滑行道之间的F滑行道(允许从R6滑行道,R5滑行道,R3滑行道穿越F滑行道);4.B滑行道至L04滑行线之间的P5滑行道(包含B滑行道与P5滑行道之间的交叉道口);5.F滑行道至G滑行道之间的R2滑行道(包含F滑行道与R2滑行道之间的交叉道口);6.F滑行道至G滑行道之间的R4滑行道(包含F滑行道与R4滑行道之间的交叉道口);"
I,RWY21LOC恢复正常使用.
W,"黄寨靶场有炮射活动:范围：N380650E1124309-N380459E1124329-N380910E1130317-N381535E1130030-N380650E1124309,射高：12,000米以下（标准海平面气压）射向:70度.F)FL000G)FL394"
A,TRIGGERNOTAM国内航空资料汇编（NAIP）修订11/2022期（2022-10-1）将于2022-11-3生效，请注意查收。11/2022期主要内容：总则部分无。航路部分新辟塔什库尔干机场进离场航线J350；调整J184航线部分航段数据；新增塔县南VOR/DME导航台；调整金堂VOR/DME、柏鹤寺VOR/DME、东木栏头VOR/DME导航台限制使用信息。机场部分塔什库尔干/红其拉甫新机场；运城/张孝、白城/长安、成都/双流飞行程序调整；海口/美兰、琼海/博鳌新增备份飞行程序；乌兰察布/集宁修订磁差；0956
I,"RWY17RILS不提供使用,因飞行校验."
I,"RWY04MM不可使用,因维护."
I,见下一份通告.
M,见下一份通告.
M,"RWY17R/35L关闭(允许从P1,P4,P6滑行道穿越RWY17R/35L)跑道关闭期间,设置跑道临时关闭标志."
M,"关闭下列滑行道或滑行线:1.G,H滑行道;2.G滑行道至H滑行道之间的R1滑行道(包含G滑行道与R1滑行道,H滑行道与R1滑行道之间的交叉道口);3.G滑行道至H滑行道之间的R6滑行道(包含G滑行道与R6滑行道,H滑行道与R6滑行道之间的交叉道口);"
I,"1、DME16R'IZZ'CH24X仅供测试,不可使用,因维护.2、DME34L'IDD'CH20X仅供测试,不可使用,因维护."
M,RWY18R/36L关闭.
M,"401,402,403,404,415,416L,416R,417L,417R号停机位关闭."
I,RWY05ILS恢复正常.
M,"5号停机位关闭,因维护."
I,"RWY21GP仅供测试,不提供使用,因场务作业."
I,"RWY13ILS仅供测试,不可使用,因校飞."
I,"DME25'IDD'CH22X仅供测试,不可使用,因校飞."
I,RWY01ILS恢复正常.
I,"RWY16LILS不提供使用,因巡检."
F,本场不接收翼展大于等于65米的航空器起降.
I,"RWY13ILS不提供使用,因校飞."
X,南洋机场飞行程序调整；衢州机场塔台频率变更；舟山/普陀山机场新增停机位；长沙/黄花机场新增非全跑道起飞距离；琼海/博鳌机场跑道、滑行道PCN变更、飞行程序调整；永州/零陵机场停机位调整；成都/双流、重庆/江北机场增加塔台管制区；西昌/青山机场导航台限用变更；塔城机场改扩建、飞行程序调整；图木舒克/唐王城机场新增前三部分、航图手册补充资料9975
F,机场关闭，因跑道维修施工.
M,关闭下列滑行道:1.H滑行道.2.T滑行道.3.T3滑行道以南的J滑行道.
I,"RWY05ILS仅供测试,不提供使用,因校飞."
M,"RWY06/24关闭,因维护."
M,"关闭下列滑行道或滑行线:1.C1,C2,C3,C4,B7,B8滑行道;2.B滑行道至C滑行道之间的H1,H2,H3,H5,H6滑行道;3.H1滑行道至D9滑行道,D10滑行道至H7滑行道之间的C滑行道;"
M,下列滑行道关闭：1.Z18滑行道.2.M5滑行道.3.Z2滑行道与Z4滑行道之间的Z3滑行道.4.Z18滑行道与F滑行道之间的M4滑行道.
I,"RWY05ILS仅供测试,不可使用,因校飞."
F,"不停航施工,施工区域如下:1.位于RWY18L/36R中心线以西105米,RWY18L/36R中心线以东105米,H7滑行道中心线以南100米,H4滑行道中心线以南80米,所围成的矩形区域;2.位于RWY18L/36R中心线以西105米,RWY18L/36R中心线以东105米,H4滑行道中心线以北80米,H1滑行道中心线以南60米,所围成的矩形区域.关闭区域设置不适用地区标志及障碍灯,施工满足净空高度限制要求."
M,关闭下列滑行道:1.B滑行道以东的M滑行道.2.L滑行道.
M,"RWY03/21关闭,因维护."
I,CNL.
M,RWY16L/34R不提供B747-8机型客运航班起降.
M,下列滑行道关闭：1.U7滑行道.2.U8滑行道以南的Y4滑行道.3.U8滑行道以南的Y5滑行道.
I,RWY17L/35RILS不工作.
M,关闭RWY18L/36R至A滑行道之间的H4滑行道
A,CNLNTM
M,关闭下列滑行道或滑行线:1.H5滑行道至D14滑行道之间的D滑行道;2.RWY18R/36L至B滑行道之间的H6滑行道;
O,"19,5241,051N350309E111官风机12316,998931N350244E111契风机15818,0881,110N345816E111呢风机17618,8401,170N345656E111兢风机18923,4371,440N345420E111也RWY26传统等待控制障碍物RWY08YC814和RWY26PBNYC618等待控制障碍物，RWY08进场控制障碍物野猫塔山11529,8411,599N350125E1112018山11929,8591,609N350025E1111949莲花台12237,8041,645N345749E1112406山12426,2451,520N350011E1111702其中所有风机的障碍物已安装障碍物灯."
M,"A10滑行道以西的A滑行道关闭,因维护."
I,"RWY35RILS不提供使用,因飞行校验."
M,关闭L01滑行道至28号停机位的西侧机位安全线延长线以西0575域9975
M,下列滑行道关闭：1.D8滑行道与Z3滑行道之间的S5滑行道.2.S4滑行道与M0滑行道之间的Z3滑行道.
M,见下一份通告.
I,"RWY21MM仅供测试,不提供使用,因校飞."
M,关闭K3滑行道与T4滑行道之间的K滑行道.
L,"RWY21PAPI不提供使用,因校飞."
